"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
0,1,1,0,0,1,1,0,0.1,0.9,1,1,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0.1,0.9,1,1,0.25,0.75,1,3,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0.181818181818182,0.818181818181818,1,2,0.181818181818182,0.818181818181818,1,2,0.181818181818182,0.818181818181818,1,2
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0.1,0.9,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0.25,0.75,1,3,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0.181818181818182,0.818181818181818,1,2,0,1,1,0
0,1,1,0,0.1,0.9,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0.1,0.9,1,1,0.1,0.9,1,1,0.181818181818182,0.818181818181818,1,2,0.25,0.75,1,3,0,1,1,0,0.1,0.9,1,1
0,1,1,0,0,1,1,0,0,1,1,0,0.181818181818182,0.818181818181818,1,2,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0.1,0.9,1,1
0.6,0.266666666666667,0.444444444444444,11,0,1,1,0,0.1,0.9,1,1,0,1,1,0,0,1,1,0,0,1,1,0
0.333333333333333,0.5,0.666666666666667,6,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0.1,0.9,1,1,0.1,0.9,1,1,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0.1,0.9,1,1,0,1,1,0,0.357142857142857,0.642857142857143,1,5,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0.1,0.9,1,1,0,1,1,0,0.1,0.9,1,1,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0.4375,0.5625,1,7
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0.307692307692308,0.692307692307692,1,4
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0.1,0.9,1,1
0.583333333333333,0.3125,0.555555555555556,11,0,1,1,0,0.1,0.9,1,1,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0.470588235294118,0.529411764705882,1,8
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0.222222222222222,0.636363636363636,0.777777777777778,4,0.181818181818182,0.818181818181818,1,2,0.307692307692308,0.692307692307692,1,4,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0.307692307692308,0.692307692307692,1,4,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0.470588235294118,0.529411764705882,1,8,0,1,1,0,0.470588235294118,0.529411764705882,1,8,0,1,1,0
0,1,1,0,0,1,1,0,0.1,0.9,1,1,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0.470588235294118,0.529411764705882,1,8
0,1,1,0,0.181818181818182,0.818181818181818,1,2,0.181818181818182,0.818181818181818,1,2,0.1,0.9,1,1,0,1,1,0,0,1,1,0
0,1,1,0,0.357142857142857,0.642857142857143,1,5,0,1,1,0,0,1,1,0,0.181818181818182,0.818181818181818,1,2,0,1,1,0
0,1,1,0,0.1,0.9,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0.222222222222222,0.636363636363636,0.777777777777778,4,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0.1,0.9,1,1
0.25,0.75,1,3,0.1,0.9,1,1,0.1,0.9,1,1,0,1,1,0,0,1,1,0,0.4,0.6,1,6
0,1,1,0,0.4,0.6,1,6,0.181818181818182,0.818181818181818,1,2,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0.1,0.9,1,1,0.181818181818182,0.818181818181818,1,2,0.181818181818182,0.818181818181818,1,2,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0.222222222222222,0.636363636363636,0.777777777777778,4,0,1,1,0,0,1,1,0,0.1,0.9,1,1,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0.1,0.9,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0.1,0.9,1,1
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0.181818181818182,0.818181818181818,1,2,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0.1,0.9,1,1,0,1,1,0,0.25,0.75,1,3,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0.1,0.9,1,1,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0.4,0.6,1,6,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0.4375,0.5625,1,7,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0.4375,0.5625,1,7,0,1,1,0,0,1,1,0,0,1,1,0,0.25,0.75,1,3
0,1,1,0,0.307692307692308,0.692307692307692,1,4,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0.357142857142857,0.642857142857143,1,5,0.1,0.9,1,1
0.1,0.9,1,1,0,1,1,0,0.25,0.75,1,3,0.1,0.9,1,1,0,1,1,0,0.181818181818182,0.818181818181818,1,2
0.1,0.9,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0.470588235294118,0.529411764705882,1,8
0,1,1,0,0.181818181818182,0.818181818181818,1,2,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0.1,0.9,1,1,0,1,1,0
0.1,0.9,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0.1,0.9,1,1
0,1,1,0,0.181818181818182,0.818181818181818,1,2,0.4375,0.5625,1,7,0,1,1,0,0,1,1,0,0.181818181818182,0.818181818181818,1,2
1,0,0,18,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0.25,0.75,1,3
0,1,1,0,0,1,1,0,0,1,1,0,0.181818181818182,0.818181818181818,1,2,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0.25,0.75,1,3,0,1,1,0,0.1,0.9,1,1
0,1,1,0,0,1,1,0,0,1,1,0,0.1,0.9,1,1,0,1,1,0,0.1,0.9,1,1
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0.1,0.9,1,1,0,1,1,0,0,1,1,0,0.1,0.9,1,1
0,1,1,0,0,1,1,0,0,1,1,0,0.55,0.45,1,11,0,1,1,0,0,1,1,0
0,1,1,0,0.181818181818182,0.818181818181818,1,2,0,1,1,0,0,1,1,0,0.1,0.9,1,1,0.25,0.75,1,3
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0.1,0.9,1,1
0.1,0.9,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0.1,0.9,1,1,0,1,1,0
0,1,1,0,0,1,1,0,0.307692307692308,0.692307692307692,1,4,0,1,1,0,0,1,1,0,0.1,0.9,1,1
0,1,1,0,0,1,1,0,0,1,1,0,0.25,0.75,1,3,0.1,0.9,1,1,0,1,1,0
0.1,0.9,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0.416666666666667,0.5,0.777777777777778,7,0.1,0.9,1,1
0.3,0.583333333333333,0.777777777777778,5,0,1,1,0,0.1,0.9,1,1,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0.1,0.9,1,1,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0.307692307692308,0.692307692307692,1,4
0,1,1,0,0,1,1,0,0.357142857142857,0.642857142857143,1,5,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0.25,0.75,1,3,0,1,1,0,0,1,1,0,0,1,1,0
0.444444444444444,0.384615384615385,0.555555555555556,8,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0.1,0.9,1,1,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0.1,0.9,1,1,0,1,1,0
0,1,1,0,0.1,0.9,1,1,0,1,1,0,0,0.888888888888889,0.888888888888889,1,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0.470588235294118,0.529411764705882,1,8,0.181818181818182,0.818181818181818,1,2
0,1,1,0,0.2,0.727272727272727,0.888888888888889,3,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0.4,0.6,1,6,0.1,0.9,1,1,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0.25,0.75,1,3,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0.181818181818182,0.818181818181818,1,2,0,1,1,0,0,1,1,0,0.4375,0.5625,1,7
0,1,1,0,0.1,0.9,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0.1,0.9,1,1
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0.181818181818182,0.818181818181818,1,2,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0.1,0.9,1,1,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0.4,0.6,1,6,0.1,0.9,1,1,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0.466666666666667,0.5,0.888888888888889,8,0.357142857142857,0.642857142857143,1,5,0,1,1,0
0,1,1,0,0.181818181818182,0.818181818181818,1,2,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0.2,0.727272727272727,0.888888888888889,3,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0.181818181818182,0.818181818181818,1,2,0,1,1,0,0,1,1,0
0,1,1,0,0.1,0.9,1,1,0,1,1,0,0,1,1,0,0.1,0.9,1,1,0,1,1,0
0,1,1,0,0.181818181818182,0.818181818181818,1,2,0.1,0.9,1,1,0,1,1,0,0,1,1,0,0,1,1,0
0.1,0.9,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0.181818181818182,0.818181818181818,1,2
0,1,1,0,0.1,0.9,1,1,0,1,1,0,0,1,1,0,0.1,0.9,1,1,0.470588235294118,0.529411764705882,1,8
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0.470588235294118,0.529411764705882,1,8
0,1,1,0,0.357142857142857,0.642857142857143,1,5,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0.1,0.9,1,1,0,1,1,0,0.1,0.9,1,1,0,1,1,0,0,1,1,0
0,1,1,0,0.181818181818182,0.818181818181818,1,2,0.1,0.9,1,1,0,1,1,0,0,1,1,0,0,1,1,0
0.222222222222222,0.636363636363636,0.777777777777778,4,0,1,1,0,0.307692307692308,0.692307692307692,1,4,0.4,0.6,1,6,0.1,0.9,1,1,0.307692307692308,0.692307692307692,1,4
0.363636363636364,0.538461538461538,0.777777777777778,6,0.1,0.9,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0.666666666666667,0.235294117647059,0.444444444444444,13,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0.1,0.9,1,1,0,1,1,0,0.4375,0.5625,1,7,0,1,1,0
0.1,0.9,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0.1,0.9,1,1
0,1,1,0,0,1,1,0,0.1,0.9,1,1,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0.384615384615385,0.571428571428571,0.888888888888889,6,0,1,1,0,0,1,1,0,0,0.222222222222222,0.222222222222222,7,0.1,0.9,1,1,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0.1,0.9,1,1,0.25,0.75,1,3
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0.25,0.75,1,3,0,1,1,0
0.111111111111111,0.8,0.888888888888889,2,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0.25,0.75,1,3,0,1,1,0,0,1,1,0,0,1,1,0,0.25,0.75,1,3,0,1,1,0
0.4,0.6,1,6,0,1,1,0,0,1,1,0,0.1,0.9,1,1,0,1,1,0,0,1,1,0
0,1,1,0,0.181818181818182,0.818181818181818,1,2,0,1,1,0,0.384615384615385,0.571428571428571,0.888888888888889,6,0,1,1,0,0.181818181818182,0.818181818181818,1,2
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0.111111111111111,0.8,0.888888888888889,2,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0.4,0.6,1,6,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0.307692307692308,0.692307692307692,1,4,0,1,1,0,0.5,0.4375,0.777777777777778,9,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0.25,0.75,1,3,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0.384615384615385,0.571428571428571,0.888888888888889,6,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0.1,0.9,1,1
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0.111111111111111,0.8,0.888888888888889,2,0,1,1,0,0,1,1,0,0.1,0.9,1,1,0,1,1,0,0,1,1,0
0,1,1,0,0.1,0.9,1,1,0,1,1,0,0,1,1,0,0.25,0.75,1,3,0,1,1,0
0.1,0.9,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0.181818181818182,0.818181818181818,1,2,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0.1,0.9,1,1,0,1,1,0,0.1,0.9,1,1,0.1,0.9,1,1,0,1,1,0
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0.25,0.75,1,3,0,1,1,0,0.4375,0.5625,1,7,0.181818181818182,0.818181818181818,1,2
0,1,1,0,0,1,1,0,0,1,1,0,0.4375,0.5625,1,7,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0.357142857142857,0.642857142857143,1,5,0,1,1,0,0,1,1,0,0.181818181818182,0.818181818181818,1,2
0.222222222222222,0.636363636363636,0.777777777777778,4,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0.1,0.9,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0.181818181818182,0.818181818181818,1,2
0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0.1,0.9,1,1,0,1,1,0
0.111111111111111,0.8,0.888888888888889,2,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,0.1,0.9,1,1,0.25,0.75,1,3,0,1,1,0,0,1,1,0
0.181818181818182,0.818181818181818,1,2,0.25,0.75,1,3,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0.222222222222222,0.636363636363636,0.777777777777778,4,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
0.111111111111111,0.8,0.888888888888889,2,0,1,1,0,0,1,1,0,0,1,1,0,0.1,0.9,1,1,0.357142857142857,0.642857142857143,1,5
0,1,1,0,0,1,1,0,0,1,1,0,0.1,0.9,1,1,0,1,1,0,0,1,1,0
